mol_weight,logP,h_donors,h_acceptors,rot_bonds,polar_area,binding_affinity,bioavailability,half_life,toxicity,solubility,drug_class,path_inflammation,path_metabolism,path_apoptosis,path_angiogenesis,path_immunity,genetic_risk,severity,prevalence,age_onset,comorbidity,drug_name,disease_name,interaction
-0.5053741009110418,0.5529966399924376,1.658811358056075,-1.510902037080792,0.9590914494717682,1.6661528071442584,-0.08279848240937016,-0.25959030934124483,-3.445214812815664,-6.775394721137062,-3.36362555579238,2.062923216922715,-2.7454217253848574,1.5782506161930234,-1.0321150671661519,-0.9012265843899674,0.6432808713782545,-2.126367803389843,3.194722028406996,3.0836825043014446,-1.9248552199653335,0.8772985198697556,Metoprolol,Lung Cancer,0
-0.5151967716938597,-0.6105347675728249,0.18500097319650866,0.3117028095466665,-0.9985850685661342,2.6204311143087384,-0.8983322847821167,2.9879378892063864,-0.334197753551657,2.578746607780555,-0.9350871779095596,5.717398958239267,-2.1351130228395028,0.8391030457168263,2.035141441409083,-3.0699217899216897,1.6943254502691631,-0.49494274600990495,-2.022113852610411,0.42683597092494474,-0.8353619466176428,0.7036132840768452,Losartan,Depression,0
-0.4044697182949956,-1.2845654500780666,-2.1899932688162513,3.0482867994087077,3.9435720448059457,0.869984559777726,2.6245746819830886,4.824089428242294,-0.3406485269056303,1.4755540678550392,-1.30636511878205,16.211142683675288,-1.4347529210986363,-3.947126782327354,-1.6051243637483834,-1.1765825262534908,1.621825801546254,-0.8646078933737098,4.663447476374215,3.5297558304149246,1.2673601815715507,0.933567408605594,Adalimumab,Chronic Kidney Disease,0
-4.141628600563268,-0.2965163176453249,5.377149231861342,0.8738185391978674,-1.7486682504541018,0.05853374795801769,-1.9240170058293997,1.0009035849389813,-3.6885483167639457,-4.150368512263656,-1.0896462190723752,-2.5039083500680555,-1.656181186904016,-1.1195154717931382,-3.75627654151968,0.8657977020611589,0.21285226716268413,-5.4926957539641315,0.15923088317777437,-0.6103112725461193,0.2776193401825285,-1.06986580766092,Ranitidine,Rheumatoid Arthritis,0
0.9674315582115574,0.2000234056665911,-0.09433513803975768,-3.0055168264360357,-3.9159565378547563,0.6215265908431649,-0.3945226558212417,2.106614756248204,-3.119925396135929,-2.011177041937445,0.3915145786998069,-9.12725612065368,1.4786036550881763,1.6578168950993755,3.9949206837869626,4.226388130294865,-1.3450986154625424,-1.8879067174165036,-2.805912811543956,0.09261644294721194,0.17200582720152116,0.4722395776438684,Sertraline,Breast Cancer,1
-3.7181900003563713,0.07447497343108751,0.5100267209977769,3.086081011952654,-2.1224607476242565,0.46386387168491716,-0.8408012769284847,0.5698967305834193,1.9778737528127663,-0.12862147541029467,-0.8916469094983006,-2.75439272313463,0.6232590742016741,-2.1021183897940947,0.03711793895289084,1.8596287127426536,0.19278400358849523,-2.0240616269985825,-3.052338893697342,-0.5280100092807709,-1.82415816539896,-1.1320231885512633,Azithromycin,HIV/AIDS,0
-3.4549159897066595,1.0067496355982357,-0.7282847764007274,4.587762483623793,-5.750345877899139,4.296201187434351,2.8976712850741952,1.5551572358287917,2.3073902137403444,-3.208703944678037,-0.1393867363461161,-4.743610854407296,3.190837053297539,-0.289938854361378,3.312063037823891,4.883513796407501,0.8513319673467323,-0.8797466577595612,2.556589581437629,-1.5406508201449425,-0.6737520332390572,0.959173625095324,Rosuvastatin,Chronic Kidney Disease,1
-4.685806937511124,-0.10137731134975811,-0.6857776993229621,2.2121973702553666,-3.497365108788171,-2.2384194051563457,-2.6795005766119706,2.3590984081333732,2.2627399509779336,-1.0712629182757696,0.8214023680427791,2.814392256753922,-1.5166848074905368,-1.3672067975755,-0.6617300936349435,-0.4719374378826726,1.2581668124839103,-1.7122467039347335,-6.932379623903973,4.407521822895102,0.8658490355174857,0.7827480712298537,Clopidogrel,Multiple Sclerosis,0
1.1793330620633078,1.298006810000217,2.768306055016025,-0.24895546713493055,0.8235884965605242,1.3167432572216522,0.8195578081062036,1.2514407731699388,-2.3829182837409273,-1.8652251663515669,-5.012991206722984,6.709850623631948,-4.3537232001254855,1.0486712354544023,-2.539829994580157,-1.0078565777961317,-0.9200556337419713,-2.3671081714303717,2.906581925990464,1.935349309090327,1.5658745475923639,-0.4700138660676501,Ranitidine,Multiple Sclerosis,0
3.860717899692446,0.7900325675403224,-0.781746232279221,0.5249205447829501,-2.7985456146499827,-3.3375273442842945,1.0477422296267385,-0.14907126224586298,0.5898027250775336,-0.7565312195565963,0.7870510026498073,-8.912430031518284,4.512457888906328,1.8414168886278275,3.074351921892305,3.8109050659545676,0.46543309008077954,-1.6074842061771961,-6.004147716979798,1.5410259056648035,0.6654187002964168,-0.8447591476159557,Omeprazole,Chronic Kidney Disease,1
